Total SNAP,CountyState,Life Expectancy
13519,Chouteau County Montana,79.45
2934,Custer County Montana,77.48
4460,Daniels County Montana,78.97
855,Dawson County Montana,78.46
4339,Deer Lodge County Montana,76.93
34022,Fallon County Montana,78.65
5084,Fergus County Montana,78.49
2321,Flathead County Montana,79.07
3305,Gallatin County Montana,81.66
4555,Garfield County Montana,79.93
2493,Glacier County Montana,73.37
44969,Golden Valley County Montana,79.53
42065,Granite County Montana,79.97
84541,Hill County Montana,77.09
1696,Jefferson County Montana,78.58
2964,Judith Basin County Montana,80.69
5451,Lake County Montana,78.13
5268,Lewis And Clark County Montana,78.96
7755,Liberty County Montana,80.90
3433,Lincoln County Montana,77.54
2565,Madison County Montana,80.45
11439,Mccone County Montana,79.34
1789,Meagher County Montana,78.33
1642,Mineral County Montana,77.74
2793,Missoula County Montana,79.58
3484,Musselshell County Montana,76.61
2446,Park County Montana,79.92
15403,Petroleum County Montana,79.05
13630,Phillips County Montana,78.62
13696,Pondera County Montana,78.72
11923,Powder River County Montana,79.42
3611,Powell County Montana,77.41
9315,Prairie County Montana,79.14
9165,Ravalli County Montana,80.03
14869,Richland County Montana,77.68
7513,Roosevelt County Montana,71.47
1444,Rosebud County Montana,75.56
2974,Sanders County Montana,78.33
3024,Sheridan County Montana,77.65
14812,Silver Bow County Montana,76.61
2116,Stillwater County Montana,79.68
19092,Sweet Grass County Montana,80.54
1987,Teton County Montana,80.02
4989,Toole County Montana,78.40
7465,Treasure County Montana,79.77
7008,Valley County Montana,78.72
9484,Wheatland County Montana,79.43
3606,Wibaux County Montana,77.43
1959,Yellowstone County Montana,78.80
1749,Adams County Nebraska,79.65
2082,Antelope County Nebraska,80.92
13367,Arthur County Nebraska,79.69
13101,Banner County Nebraska,81.25
24386,Blaine County Nebraska,79.59
1029,Boone County Nebraska,80.83
1693,Box Butte County Nebraska,78.65
3076,Boyd County Nebraska,79.78
1760,Brown County Nebraska,80.30
8039,Buffalo County Nebraska,80.13
7814,Burt County Nebraska,78.86
14093,Butler County Nebraska,79.94
3562,Cass County Nebraska,79.06
5149,Cedar County Nebraska,81.01
5118,Chase County Nebraska,79.37
6705,Cherry County Nebraska,79.92
3013,Cheyenne County Nebraska,79.08
4272,Clay County Nebraska,79.09
4149,Colfax County Nebraska,80.68
5408,Cuming County Nebraska,81.06
5469,Custer County Nebraska,79.19
5280,Dakota County Nebraska,78.18
5433,Dawes County Nebraska,79.52
5244,Dawson County Nebraska,78.88
1745,Deuel County Nebraska,79.82
1769,Dixon County Nebraska,80.13
1199,Dodge County Nebraska,79.30
2085,Douglas County Nebraska,78.64
4334,Dundy County Nebraska,78.66
9370,Fillmore County Nebraska,79.04
9207,Franklin County Nebraska,79.16
14243,Frontier County Nebraska,80.86
8303,Furnas County Nebraska,78.48
4506,Gage County Nebraska,78.87
13884,Garden County Nebraska,78.27
13602,Garfield County Nebraska,79.31
22980,Gosper County Nebraska,79.78
18883,Grant County Nebraska,79.28
3367,Greeley County Nebraska,80.08
2514,Hall County Nebraska,78.73
2236,Hamilton County Nebraska,80.31
11411,Harlan County Nebraska,79.84
45706,Hayes County Nebraska,81.97
2506,Hitchcock County Nebraska,79.17
2826,Holt County Nebraska,80.31
86031,Hooker County Nebraska,80.10
83609,Howard County Nebraska,80.06
166814,Jefferson County Nebraska,79.19
1250,Johnson County Nebraska,79.38
2424,Kearney County Nebraska,79.65
6002,Keith County Nebraska,78.99
5830,Keya Paha County Nebraska,80.93
9408,Kimball County Nebraska,78.23
6535,Knox County Nebraska,79.39
5520,Lancaster County Nebraska,80.49
12103,Lincoln County Nebraska,79.17
2737,Logan County Nebraska,79.10
1063,Loup County Nebraska,80.94
1925,Madison County Nebraska,79.28
1857,Mcpherson County Nebraska,82.10
3084,Merrick County Nebraska,79.49
5965,Morrill County Nebraska,78.35
3093,Nance County Nebraska,78.30
4320,Nemaha County Nebraska,79.24
7201,Nuckolls County Nebraska,80.12
6194,Otoe County Nebraska,79.64
7421,Pawnee County Nebraska,79.73
10302,Perkins County Nebraska,80.20
3525,Phelps County Nebraska,79.79
83824,Pierce County Nebraska,80.29
80127,Platte County Nebraska,80.53
160426,Polk County Nebraska,80.51
12657,Red Willow County Nebraska,79.33
2254,Richardson County Nebraska,78.30
641,Rock County Nebraska,80.12
4234,Saline County Nebraska,79.33
1372,Sarpy County Nebraska,80.45
2635,Saunders County Nebraska,80.16
1644,Scotts Bluff County Nebraska,77.96
110366,Seward County Nebraska,79.96
27795,Sheridan County Nebraska,78.93
3209,Sherman County Nebraska,79.99
1068,Sioux County Nebraska,82.39
1379,Stanton County Nebraska,81.03
53242,Thayer County Nebraska,79.68
2056,Thomas County Nebraska,80.44
6032,Thurston County Nebraska,73.82
5931,Valley County Nebraska,80.39
9907,Washington County Nebraska,80.48
2404,Wayne County Nebraska,82.57
11830,Webster County Nebraska,78.91
3240,Wheeler County Nebraska,80.91
1245,York County Nebraska,80.41
3733,Carson City Nevada,76.67
5624,Churchill County Nevada,76.52
5391,Clark County Nevada,77.85
7282,Douglas County Nevada,80.95
1675,Elko County Nevada,78.16
13816,Esmeralda County Nevada,75.66
6612,Eureka County Nevada,77.49
4165,Humboldt County Nevada,76.32
9378,Lander County Nevada,76.63
9472,Lincoln County Nevada,76.68
14685,Lyon County Nevada,76.78
1554,Mineral County Nevada,74.26
13020,Nye County Nevada,74.33
12288,Pershing County Nevada,78.12
23754,Storey County Nevada,81.95
10782,Washoe County Nevada,77.74
2000,White Pine County Nevada,76.62
2439,Belknap County New Hampshire,79.50
31484,Carroll County New Hampshire,80.50
1119,Cheshire County New Hampshire,79.82
2842,Coos County New Hampshire,78.10
3761,Grafton County New Hampshire,80.71
5582,Hillsborough County New Hampshire,80.27
5471,Merrimack County New Hampshire,79.94
7292,Rockingham County New Hampshire,80.47
1748,Strafford County New Hampshire,79.58
3801,Sullivan County New Hampshire,79.35
33601,Atlantic County New Jersey,77.50
15677,Bergen County New Jersey,82.15
3576,Burlington County New Jersey,79.67
5629,Camden County New Jersey,77.92
35429,Cape May County New Jersey,78.11
17505,Cumberland County New Jersey,76.56
32533,Essex County New Jersey,77.55
34586,Gloucester County New Jersey,78.34
64386,Hudson County New Jersey,79.62
46462,Hunterdon County New Jersey,81.94
15034,Mercer County New Jersey,79.38
17087,Middlesex County New Jersey,80.79
46887,Monmouth County New Jersey,79.88
28963,Morris County New Jersey,81.70
4821,Ocean County New Jersey,79.25
599,Passaic County New Jersey,79.53
6122,Salem County New Jersey,76.91
5091,Somerset County New Jersey,81.69
6015,Sussex County New Jersey,79.36
5941,Union County New Jersey,80.21
6865,Warren County New Jersey,79.91
9943,Bernalillo County New Mexico,78.78
7495,Catron County New Mexico,79.86
8054,Chaves County New Mexico,76.80
5606,Cibola County New Mexico,76.97
413,Colfax County New Mexico,78.71
803,Curry County New Mexico,77.54
240,De Baca County New Mexico,77.85
1619,Dona Ana County New Mexico,79.28
1524,Eddy County New Mexico,76.46
163,Grant County New Mexico,78.31
9510,Guadalupe County New Mexico,76.87
334,Harding County New Mexico,80.65
2836,Hidalgo County New Mexico,78.10
2919,Lea County New Mexico,76.18
5421,Lincoln County New Mexico,79.86
2475,Los Alamos County New Mexico,83.21
1257,Luna County New Mexico,77.30
629,Mckinley County New Mexico,74.95
3584,Mora County New Mexico,78.75
593,Otero County New Mexico,77.98
8810,Quay County New Mexico,76.02
5859,Rio Arriba County New Mexico,75.53
176,Roosevelt County New Mexico,77.91
1217,San Juan County New Mexico,77.58
6164,San Miguel County New Mexico,76.67
6055,Sandoval County New Mexico,79.62
11002,Santa Fe County New Mexico,80.77
465,Sierra County New Mexico,75.12
85,Socorro County New Mexico,76.60
1721,Taos County New Mexico,79.83
954,Torrance County New Mexico,77.13
6144,Union County New Mexico,77.62
392,Valencia County New Mexico,76.97
208,Albany County New York,79.68
361,Allegany County New York,79.06
572,Bronx County New York,78.06
1092,Broome County New York,79.30
325,Cattaraugus County New York,77.96
6260,Cayuga County New York,79.81
139,Chautauqua County New York,78.80
10404,Chemung County New York,78.66
379,Chenango County New York,78.43
6019,Clinton County New York,79.11
10651,Columbia County New York,79.17
7002,Cortland County New York,78.78
5840,Delaware County New York,79.27
11480,Dutchess County New York,80.19
16112,Erie County New York,78.61
12463,Essex County New York,79.72
10321,Franklin County New York,78.91
15961,Fulton County New York,78.79
20593,Genesee County New York,79.06
16944,Greene County New York,78.34
6621,Hamilton County New York,78.98
12261,Herkimer County New York,79.54
16893,Jefferson County New York,78.83
13244,Kings County New York,79.64
2129,Lewis County New York,79.78
8656,Livingston County New York,80.03
4945,Madison County New York,79.75
5344,Monroe County New York,79.91
1633,Montgomery County New York,78.72
3571,Nassau County New York,81.76
524,New York County New York,81.18
3645,Niagara County New York,78.39
3608,Oneida County New York,79.03
6729,Onondaga County New York,79.65
4926,Ontario County New York,79.67
771,Orange County New York,79.52
11629,Orleans County New York,78.71
9859,Oswego County New York,78.16
20717,Otsego County New York,79.87
476,Putnam County New York,81.30
753,Queens County New York,81.40
4480,Rensselaer County New York,78.59
364,Richmond County New York,79.55
645,Rockland County New York,81.77
3256,Saint Lawrence County New York,78.26
577,Saratoga County New York,81.00
648,Schenectady County New York,79.55
934,Schoharie County New York,79.98
700,Schuyler County New York,78.93
2311,Seneca County New York,79.11
1602,Steuben County New York,78.57
203,Suffolk County New York,80.31
14837,Sullivan County New York,77.71
571,Tioga County New York,79.94
1635,Tompkins County New York,80.88
5562,Ulster County New York,79.85
774,Warren County New York,79.89
581,Washington County New York,78.98
1241,Wayne County New York,79.02
5142,Westchester County New York,81.99
5161,Wyoming County New York,79.05
9062,Yates County New York,79.49
135795,Alamance County North Carolina,77.70
5305,Alexander County North Carolina,77.46
45773,Alleghany County North Carolina,77.88
124,Anson County North Carolina,74.98
1269,Ashe County North Carolina,77.79
482,Avery County North Carolina,77.53
4162,Beaufort County North Carolina,76.16
4101,Bertie County North Carolina,75.23
7781,Bladen County North Carolina,74.61
694,Brunswick County North Carolina,78.07
293,Buncombe County North Carolina,78.50
658,Burke County North Carolina,76.50
4627,Cabarrus County North Carolina,77.76
24252,Caldwell County North Carolina,76.04
23589,Camden County North Carolina,78.74
43214,Carteret County North Carolina,77.74
918,Caswell County North Carolina,76.14
269,Catawba County North Carolina,76.67
698,Chatham County North Carolina,80.19
128,Cherokee County North Carolina,77.10
241,Chowan County North Carolina,77.01
2377,Clay County North Carolina,78.53
16336,Cleveland County North Carolina,75.14
15103,Columbus County North Carolina,73.58
29062,Craven County North Carolina,77.51
881,Cumberland County North Carolina,75.89
58528,Currituck County North Carolina,77.07
6849,Dare County North Carolina,79.00
2454,Davidson County North Carolina,76.73
15852,Davie County North Carolina,78.62
6920,Duplin County North Carolina,76.81
20642,Durham County North Carolina,78.33
19505,Edgecombe County North Carolina,74.90
8952,Forsyth County North Carolina,77.97
3564,Franklin County North Carolina,77.20
11148,Gaston County North Carolina,75.36
7970,Gates County North Carolina,76.84
17004,Graham County North Carolina,76.67
4585,Granville County North Carolina,76.90
17351,Greene County North Carolina,76.84
16806,Guilford County North Carolina,78.49
29572,Halifax County North Carolina,74.66
7810,Harnett County North Carolina,76.48
20492,Haywood County North Carolina,78.23
22835,Henderson County North Carolina,79.10
23011,Hertford County North Carolina,75.45
25354,Hoke County North Carolina,76.03
1654,Hyde County North Carolina,76.86
14773,Iredell County North Carolina,77.27
19212,Jackson County North Carolina,78.24
18911,Johnston County North Carolina,77.18
23350,Jones County North Carolina,76.36
7793,Lee County North Carolina,76.58
2599,Lenoir County North Carolina,74.85
29713,Lincoln County North Carolina,77.20
4708,Macon County North Carolina,78.44
4450,Madison County North Carolina,77.97
9910,Martin County North Carolina,74.14
6040,Mcdowell County North Carolina,77.51
6231,Mecklenburg County North Carolina,79.21
12373,Mitchell County North Carolina,76.87
11726,Montgomery County North Carolina,77.14
4494,Moore County North Carolina,79.40
12389,Nash County North Carolina,76.02
19492,New Hanover County North Carolina,79.21
7255,Northampton County North Carolina,75.95
1693,Onslow County North Carolina,77.66
7063,Orange County North Carolina,80.26
6980,Pamlico County North Carolina,78.15
12350,Pasquotank County North Carolina,76.81
17534,Pender County North Carolina,77.93
14236,Perquimans County North Carolina,77.84
43101,Person County North Carolina,76.57
10353,Pitt County North Carolina,77.22
5279,Polk County North Carolina,78.76
28717,Randolph County North Carolina,77.18
7663,Richmond County North Carolina,73.94
14736,Robeson County North Carolina,73.82
8392,Rockingham County North Carolina,76.06
7344,Rowan County North Carolina,76.11
7462,Rutherford County North Carolina,75.77
6414,Sampson County North Carolina,75.62
20690,Scotland County North Carolina,74.42
13204,Stanly County North Carolina,76.82
10301,Stokes County North Carolina,77.21
8726,Surry County North Carolina,76.73
9439,Swain County North Carolina,74.06
9219,Transylvania County North Carolina,80.04
9932,Tyrrell County North Carolina,77.08
3874,Union County North Carolina,78.61
4923,Vance County North Carolina,74.66
11843,Wake County North Carolina,80.67
13271,Warren County North Carolina,77.03
3336,Washington County North Carolina,76.50
9325,Watauga County North Carolina,80.53
5170,Wayne County North Carolina,76.19
4302,Wilkes County North Carolina,77.21
4795,Wilson County North Carolina,76.02
5287,Yadkin County North Carolina,77.32
8377,Yancey County North Carolina,78.24
1038,Adams County North Dakota,79.28
11924,Barnes County North Dakota,79.85
11405,Benson County North Dakota,74.62
22291,Billings County North Dakota,83.91
9240,Bottineau County North Dakota,79.71
9750,Bowman County North Dakota,78.64
26418,Burke County North Dakota,79.07
25341,Burleigh County North Dakota,80.99
42009,Cass County North Dakota,80.81
6150,Cavalier County North Dakota,80.34
3437,Dickey County North Dakota,80.07
9473,Divide County North Dakota,80.68
4752,Dunn County North Dakota,79.29
3817,Eddy County North Dakota,77.40
3121,Emmons County North Dakota,79.89
23398,Foster County North Dakota,79.34
6061,Golden Valley County North Dakota,81.15
26359,Grand Forks County North Dakota,79.80
9641,Grant County North Dakota,80.16
24202,Griggs County North Dakota,79.68
9803,Hettinger County North Dakota,80.42
22786,Kidder County North Dakota,81.09
10093,Lamoure County North Dakota,81.26
7149,Logan County North Dakota,80.67
28999,Mchenry County North Dakota,80.13
107097,Mcintosh County North Dakota,80.41
65105,Mckenzie County North Dakota,77.76
4754,Mclean County North Dakota,79.22
752,Mercer County North Dakota,79.95
5052,Morton County North Dakota,79.46
7514,Mountrail County North Dakota,76.33
11093,Nelson County North Dakota,77.63
10867,Oliver County North Dakota,82.14
149094,Pembina County North Dakota,80.28
6772,Pierce County North Dakota,79.55
7364,Ramsey County North Dakota,78.43
17871,Ransom County North Dakota,78.59
11890,Renville County North Dakota,80.11
9141,Richland County North Dakota,81.18
35142,Rolette County North Dakota,73.11
16500,Sargent County North Dakota,80.74
5756,Sheridan County North Dakota,82.21
109855,Sioux County North Dakota,68.34
10703,Slope County North Dakota,82.06
57731,Stark County North Dakota,80.65
29797,Steele County North Dakota,80.90
4467,Stutsman County North Dakota,79.42
16468,Towner County North Dakota,79.52
35429,Traill County North Dakota,80.54
8327,Walsh County North Dakota,79.16
18581,Ward County North Dakota,79.62
20892,Wells County North Dakota,80.09
167525,Williams County North Dakota,78.66
69624,Adams County Ohio,75.11
6412,Allen County Ohio,77.95
8653,Ashland County Ohio,78.72
52803,Ashtabula County Ohio,76.75
4472,Athens County Ohio,76.77
11111,Auglaize County Ohio,79.01
10141,Belmont County Ohio,77.10
14935,Brown County Ohio,76.06
14436,Butler County Ohio,77.89
6984,Carroll County Ohio,78.56
8276,Champaign County Ohio,77.36
19564,Clark County Ohio,76.42
46593,Clermont County Ohio,77.85
20777,Clinton County Ohio,76.89
25316,Columbiana County Ohio,77.78
43537,Coshocton County Ohio,77.53
58032,Crawford County Ohio,77.45
3869,Cuyahoga County Ohio,77.71
39175,Darke County Ohio,78.82
8696,Defiance County Ohio,78.67
19388,Delaware County Ohio,81.04
13032,Erie County Ohio,77.87
25427,Fairfield County Ohio,78.73
18305,Fayette County Ohio,75.47
7981,Franklin County Ohio,77.28
5537,Fulton County Ohio,78.92
2720,Gallia County Ohio,75.72
7073,Geauga County Ohio,81.30
461758,Greene County Ohio,79.53
24023,Guernsey County Ohio,76.72
56466,Hamilton County Ohio,77.46
134631,Hancock County Ohio,79.34
14774,Hardin County Ohio,76.89
10091,Harrison County Ohio,76.41
16990,Henry County Ohio,79.28
23932,Highland County Ohio,76.16
23498,Hocking County Ohio,76.77
14774,Holmes County Ohio,79.26
26799,Huron County Ohio,77.66
7823,Jackson County Ohio,74.74
34171,Jefferson County Ohio,76.02
23098,Knox County Ohio,77.99
4864,Lake County Ohio,79.08
89737,Lawrence County Ohio,75.38
159881,Licking County Ohio,77.90
6810,Logan County Ohio,77.28
20964,Lorain County Ohio,78.41
9346,Lucas County Ohio,77.10
6064,Madison County Ohio,77.32
35549,Mahoning County Ohio,77.15
30943,Marion County Ohio,77.16
11162,Medina County Ohio,80.13
343749,Meigs County Ohio,75.97
1508947,Mercer County Ohio,79.24
3415,Miami County Ohio,78.69
2425,Monroe County Ohio,77.70
31979,Montgomery County Ohio,76.97
12041,Morgan County Ohio,77.53
7315,Morrow County Ohio,78.17
6991,Muskingum County Ohio,77.11
2581,Noble County Ohio,80.69
16838,Ottawa County Ohio,79.02
39545,Paulding County Ohio,78.19
5044,Perry County Ohio,76.69
60826,Pickaway County Ohio,77.30
16572,Pike County Ohio,74.92
64570,Portage County Ohio,78.74
19565,Preble County Ohio,77.53
13580,Putnam County Ohio,79.82
9570,Richland County Ohio,77.87
13794,Ross County Ohio,75.83
7809,Sandusky County Ohio,77.91
3799,Scioto County Ohio,74.95
7285,Seneca County Ohio,78.25
10085,Shelby County Ohio,78.77
11681,Stark County Ohio,78.41
13247,Summit County Ohio,78.21
13969,Trumbull County Ohio,77.59
15535,Tuscarawas County Ohio,78.73
16268,Union County Ohio,78.93
13291,Van Wert County Ohio,78.96
5616,Vinton County Ohio,75.52
6980,Warren County Ohio,79.45
26203,Washington County Ohio,77.83
9307,Wayne County Ohio,78.75
215008,Williams County Ohio,78.91
10435,Wood County Ohio,79.34
6111,Wyandot County Ohio,78.62
23976,Adair County Oklahoma,73.88
14584,Alfalfa County Oklahoma,78.13
16721,Atoka County Oklahoma,76.15
10306,Beaver County Oklahoma,78.58
9761,Beckham County Oklahoma,74.15
107200,Blaine County Oklahoma,75.31
1612,Bryan County Oklahoma,75.86
20346,Caddo County Oklahoma,73.63
11951,Canadian County Oklahoma,78.08
3866,Carter County Oklahoma,73.69
2793,Cherokee County Oklahoma,75.69
2790,Choctaw County Oklahoma,73.57
1717,Cimarron County Oklahoma,76.99
28063,Cleveland County Oklahoma,78.32
59000,Coal County Oklahoma,74.19
31101,Comanche County Oklahoma,76.10
32636,Cotton County Oklahoma,75.49
4737,Craig County Oklahoma,74.89
91121,Creek County Oklahoma,75.12
7739,Custer County Oklahoma,75.71
203540,Delaware County Oklahoma,76.36
547,Dewey County Oklahoma,74.40
24842,Ellis County Oklahoma,77.26
3332,Garfield County Oklahoma,76.47
32165,Garvin County Oklahoma,73.71
26916,Grady County Oklahoma,76.03
2193,Grant County Oklahoma,77.16
2794,Greer County Oklahoma,76.00
235010,Harmon County Oklahoma,75.44
8658,Harper County Oklahoma,76.50
18771,Haskell County Oklahoma,74.94
10950,Hughes County Oklahoma,73.91
11504,Jackson County Oklahoma,75.97
3683,Jefferson County Oklahoma,73.67
11203,Johnston County Oklahoma,73.76
19413,Kay County Oklahoma,75.72
7466,Kingfisher County Oklahoma,77.30
5465,Kiowa County Oklahoma,73.26
5726,Latimer County Oklahoma,75.72
3725,Le Flore County Oklahoma,74.36
22071,Lincoln County Oklahoma,75.74
5360,Logan County Oklahoma,78.19
39254,Love County Oklahoma,75.89
25582,Major County Oklahoma,77.91
4150,Marshall County Oklahoma,76.45
90469,Mayes County Oklahoma,75.67
21234,Mcclain County Oklahoma,76.38
236975,Mccurtain County Oklahoma,73.29
12646,Mcintosh County Oklahoma,74.72
10743,Murray County Oklahoma,74.00
2072,Muskogee County Oklahoma,74.16
10037,Noble County Oklahoma,77.17
4000,Nowata County Oklahoma,76.30
9663,Okfuskee County Oklahoma,73.55
55157,Oklahoma County Oklahoma,75.85
3585,Okmulgee County Oklahoma,74.53
11868,Osage County Oklahoma,77.70
92124,Ottawa County Oklahoma,74.45
59642,Pawnee County Oklahoma,74.96
24775,Payne County Oklahoma,78.39
17449,Pittsburg County Oklahoma,74.89
2728,Pontotoc County Oklahoma,74.79
25248,Pottawatomie County Oklahoma,75.01
19881,Pushmataha County Oklahoma,74.06
32220,Roger Mills County Oklahoma,77.23
74751,Rogers County Oklahoma,77.80
1000761,Seminole County Oklahoma,73.07
15643,Sequoyah County Oklahoma,74.53
0,Stephens County Oklahoma,75.73
3506,Texas County Oklahoma,77.83
1737,Tillman County Oklahoma,75.28
42261,Tulsa County Oklahoma,76.66
20312,Wagoner County Oklahoma,77.79
7780,Washington County Oklahoma,77.90
3903,Washita County Oklahoma,76.72
17262,Woods County Oklahoma,77.27
8437,Woodward County Oklahoma,76.54
5501,Baker County Oregon,78.17
2557,Benton County Oregon,82.00
613,Clackamas County Oregon,80.20
8482,Clatsop County Oregon,78.22
4130,Columbia County Oregon,78.70
3002,Coos County Oregon,76.79
1392,Crook County Oregon,78.98
5238,Curry County Oregon,76.89
2539,Deschutes County Oregon,80.31
5063,Douglas County Oregon,77.55
2385,Gilliam County Oregon,80.19
1709,Grant County Oregon,79.45
813,Harney County Oregon,78.14
5019,Hood River County Oregon,80.22
2458,Jackson County Oregon,79.00
2233,Jefferson County Oregon,77.34
538,Josephine County Oregon,77.46
267,Klamath County Oregon,77.16
1648,Lake County Oregon,78.11
10838,Lane County Oregon,79.49
36124,Lincoln County Oregon,77.83
17413,Linn County Oregon,78.17
2457,Malheur County Oregon,78.37
4998,Marion County Oregon,78.87
2399,Morrow County Oregon,79.07
2459,Multnomah County Oregon,78.67
1141,Polk County Oregon,80.41
2825,Sherman County Oregon,79.96
1371,Tillamook County Oregon,78.88
5030,Umatilla County Oregon,78.19
2428,Union County Oregon,79.34
4879,Wallowa County Oregon,80.31
937,Wasco County Oregon,77.89
187411,Washington County Oregon,81.54
105798,Wheeler County Oregon,79.42
112534,Yamhill County Oregon,79.77
30921,Adams County Pennsylvania,79.66
2156,Allegheny County Pennsylvania,78.41
4040,Armstrong County Pennsylvania,78.33
5480,Beaver County Pennsylvania,78.57
2701,Bedford County Pennsylvania,79.28
9554,Berks County Pennsylvania,79.40
4582,Blair County Pennsylvania,77.74
3483,Bradford County Pennsylvania,78.63
1678,Bucks County Pennsylvania,80.02
8854,Butler County Pennsylvania,79.11
352,Cambria County Pennsylvania,78.05
2606,Cameron County Pennsylvania,78.88
803,Carbon County Pennsylvania,77.53
396,Centre County Pennsylvania,81.25
1349,Chester County Pennsylvania,80.91
654,Clarion County Pennsylvania,78.19
623,Clearfield County Pennsylvania,78.28
2760,Clinton County Pennsylvania,78.46
1338,Columbia County Pennsylvania,79.00
430,Crawford County Pennsylvania,77.92
6924,Cumberland County Pennsylvania,80.07
6792,Dauphin County Pennsylvania,78.44
13286,Delaware County Pennsylvania,78.40
3637,Elk County Pennsylvania,78.83
4414,Erie County Pennsylvania,78.52
2085,Fayette County Pennsylvania,76.70
2789,Forest County Pennsylvania,76.14
3451,Franklin County Pennsylvania,79.71
3017,Fulton County Pennsylvania,78.63
4321,Greene County Pennsylvania,76.93
2143,Huntingdon County Pennsylvania,79.13
4647,Indiana County Pennsylvania,78.93
7451,Jefferson County Pennsylvania,77.97
3609,Juniata County Pennsylvania,79.36
909,Lackawanna County Pennsylvania,77.82
4300,Lancaster County Pennsylvania,80.50
2060,Lawrence County Pennsylvania,78.37
3582,Lebanon County Pennsylvania,79.60
1355,Lehigh County Pennsylvania,79.56
21548,Luzerne County Pennsylvania,77.54
10377,Lycoming County Pennsylvania,78.75
7963,Mckean County Pennsylvania,77.56
3885,Mercer County Pennsylvania,78.32
2504,Mifflin County Pennsylvania,78.81
6698,Monroe County Pennsylvania,78.90
3289,Montgomery County Pennsylvania,80.67
1508,Montour County Pennsylvania,78.60
6416,Northampton County Pennsylvania,80.03
1380,Northumberland County Pennsylvania,78.07
132720,Perry County Pennsylvania,77.90
63577,Philadelphia County Pennsylvania,75.10
838,Pike County Pennsylvania,80.70
2180,Potter County Pennsylvania,78.73
1084,Schuylkill County Pennsylvania,77.24
2686,Snyder County Pennsylvania,79.99
1214,Somerset County Pennsylvania,78.63
7880,Sullivan County Pennsylvania,77.02
3849,Susquehanna County Pennsylvania,78.26
1073,Tioga County Pennsylvania,78.97
1543,Union County Pennsylvania,80.82
40143,Venango County Pennsylvania,77.77
19704,Warren County Pennsylvania,78.42
9753,Washington County Pennsylvania,78.24
4618,Wayne County Pennsylvania,78.06
8221,Westmoreland County Pennsylvania,79.07
3931,Wyoming County Pennsylvania,78.16
1751,York County Pennsylvania,79.40
843,Bristol County Rhode Island,81.12
21489,Kent County Rhode Island,79.13
10244,Newport County Rhode Island,80.91
6209,Providence County Rhode Island,79.13
2953,Washington County Rhode Island,80.86
974,Abbeville County South Carolina,76.90
1413,Aiken County South Carolina,77.05
4112,Allendale County South Carolina,72.90
2084,Anderson County South Carolina,76.00
609,Bamberg County South Carolina,74.57
2078,Barnwell County South Carolina,74.05
997,Beaufort County South Carolina,81.41
3428,Berkeley County South Carolina,77.33
1683,Calhoun County South Carolina,76.14
3152,Charleston County South Carolina,77.76
1523,Cherokee County South Carolina,74.37
1439,Chester County South Carolina,74.04
1104,Chesterfield County South Carolina,74.31
6144,Clarendon County South Carolina,75.11
10529,Colleton County South Carolina,73.58
5061,Darlington County South Carolina,73.62
1090,Dillon County South Carolina,73.00
821,Dorchester County South Carolina,77.99
396,Edgefield County South Carolina,77.57
13862,Fairfield County South Carolina,73.72
12922,Florence County South Carolina,74.25
4992,Georgetown County South Carolina,76.85
8302,Greenville County South Carolina,77.77
4595,Greenwood County South Carolina,76.67
24056,Hampton County South Carolina,74.39
5732,Horry County South Carolina,76.97
8016,Jasper County South Carolina,75.88
4009,Kershaw County South Carolina,76.29
7010,Lancaster County South Carolina,76.72
7072,Laurens County South Carolina,74.67
20543,Lee County South Carolina,73.12
14172,Lexington County South Carolina,77.52
7939,Marion County South Carolina,72.77
30257,Marlboro County South Carolina,72.22
27620,Mccormick County South Carolina,76.91
8239,Newberry County South Carolina,76.09
8855,Oconee County South Carolina,77.50
119887,Orangeburg County South Carolina,73.91
15691,Pickens County South Carolina,77.26
9021,Richland County South Carolina,77.23
736,Saluda County South Carolina,76.89
6831,Spartanburg County South Carolina,75.68
6177,Sumter County South Carolina,75.66
23177,Union County South Carolina,74.10
4115,Williamsburg County South Carolina,73.26
8543,York County South Carolina,77.31
13605,Aurora County South Dakota,79.96
33502,Beadle County South Dakota,79.42
8057,Bennett County South Dakota,74.32
30814,Bon Homme County South Dakota,81.06
22163,Brookings County South Dakota,81.28
25516,Brown County South Dakota,80.02
13707,Brule County South Dakota,80.00
4236,Buffalo County South Dakota,68.75
12937,Butte County South Dakota,78.16
8996,Campbell County South Dakota,82.00
14084,Charles Mix County South Dakota,78.23
16439,Clark County South Dakota,79.98
20810,Clay County South Dakota,80.09
4779,Codington County South Dakota,80.05
8720,Corson County South Dakota,71.89
8750,Custer County South Dakota,79.57
6376,Davison County South Dakota,80.00
26201,Day County South Dakota,78.92
4294,Deuel County South Dakota,80.35
10779,Dewey County South Dakota,70.85
5167,Douglas County South Dakota,80.78
5845,Edmunds County South Dakota,80.50
20979,Fall River County South Dakota,76.26
7728,Faulk County South Dakota,80.90
10161,Grant County South Dakota,79.56
8317,Gregory County South Dakota,79.02
5289,Haakon County South Dakota,79.60
7872,Hamlin County South Dakota,79.28
6354,Hand County South Dakota,81.32
4252,Hanson County South Dakota,81.32
5217,Harding County South Dakota,79.69
